,pokedex_number,Number,name,attack,defense,sp_attack,sp_defense,speed,hp,base_total,base_egg_steps,base_happiness,capture_rate,experience_growth,generation,is_legendary,Total Fights,Win Percentage,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,bug2,dark2,dragon2,electric2,fairy2,fighting2,fire2,flying2,ghost2,grass2,ground2,ice2,none,normal2,poison2,psychic2,rock2,steel2,water2
221,222,241.0,Corsola,55,95,65,95,35,65,410,5120,70,60,800000,2,0,139.0,0.2014388489208633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
222,223,242.0,Remoraid,65,35,65,35,65,35,300,5120,70,190,1000000,2,0,148.0,0.46621621621621623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
223,224,243.0,Octillery,105,75,105,75,45,75,480,5120,70,75,1000000,2,0,113.0,0.3274336283185841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
224,225,244.0,Delibird,55,45,65,45,75,45,330,5120,70,45,800000,2,0,130.0,0.5692307692307692,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225,226,245.0,Mantine,40,70,80,140,70,85,485,6400,70,25,1250000,2,0,131.0,0.5954198473282443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226,227,246.0,Skarmory,80,140,40,70,70,65,465,6400,70,25,1250000,2,0,134.0,0.5223880597014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
227,228,247.0,Houndour,60,30,80,50,65,45,330,5120,35,120,1250000,2,0,126.0,0.4603174603174603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,229,248.0,Houndoom,90,90,140,90,115,75,600,5120,35,45,1250000,2,0,139.0,0.7985611510791367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229,230,250.0,Kingdra,95,95,95,95,85,75,540,5120,70,45,1000000,2,0,136.0,0.6470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,231,251.0,Phanpy,60,60,40,40,40,90,330,5120,70,120,1000000,2,0,132.0,0.29545454545454547,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
231,232,252.0,Donphan,120,120,60,60,50,90,500,5120,70,60,1000000,2,0,136.0,0.35294117647058826,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
232,233,253.0,Porygon2,80,90,105,95,60,85,515,5120,70,45,1000000,2,0,108.0,0.49074074074074076,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
233,234,254.0,Stantler,95,62,85,65,85,73,465,5120,70,45,1250000,2,0,135.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
234,235,255.0,Smeargle,20,35,20,45,75,55,250,5120,70,45,800000,2,0,138.0,0.37681159420289856,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235,236,256.0,Tyrogue,35,35,35,35,35,35,210,6400,70,75,1000000,2,0,127.0,0.13385826771653545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
236,237,257.0,Hitmontop,95,95,35,110,70,50,455,6400,70,45,1000000,2,0,139.0,0.5179856115107914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
237,238,258.0,Smoochum,30,15,85,65,65,45,305,6400,70,45,1000000,2,0,127.0,0.36220472440944884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,239,259.0,Elekid,63,37,65,55,95,45,360,6400,70,45,1000000,2,0,144.0,0.8055555555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
239,240,260.0,Magby,75,37,70,55,83,45,365,6400,70,45,1000000,2,0,131.0,0.6183206106870229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,241,261.0,Miltank,80,105,40,70,100,95,490,5120,70,45,1250000,2,0,128.0,0.8046875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,242,262.0,Blissey,10,10,75,135,55,255,540,10240,140,30,800000,2,0,128.0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242,243,263.0,Raikou,85,75,115,100,115,90,580,20480,35,3,1250000,2,1,97.0,0.9381443298969072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
243,244,264.0,Entei,115,85,90,75,100,115,580,20480,35,3,1250000,2,1,134.0,0.8134328358208955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
244,245,265.0,Suicune,75,115,90,115,85,100,580,20480,35,3,1250000,2,1,121.0,0.6446280991735537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
245,246,266.0,Larvitar,64,50,45,50,41,50,300,10240,35,45,1250000,2,0,110.0,0.22727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
246,247,267.0,Pupitar,84,70,65,70,51,70,410,10240,35,45,1250000,2,0,139.0,0.2949640287769784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
247,248,268.0,Tyranitar,164,150,95,120,71,100,700,10240,35,45,1250000,2,0,138.0,0.4057971014492754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,249,270.0,Lugia,90,130,90,154,110,106,680,30720,0,3,1250000,2,1,123.0,0.8699186991869918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250,251,272.0,Celebi,100,100,100,100,100,100,600,30720,100,45,1059860,2,1,133.0,0.8345864661654135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
251,252,273.0,Treecko,45,35,65,55,70,40,310,5120,70,45,1059860,3,0,116.0,0.4482758620689655,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
252,253,274.0,Grovyle,65,45,85,65,95,50,405,5120,70,45,1059860,3,0,105.0,0.7238095238095238,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
253,254,275.0,Sceptile,110,75,145,85,145,70,630,5120,70,45,1059860,3,0,122.0,0.9262295081967213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
254,255,277.0,Torchic,60,40,70,50,45,45,310,5120,70,45,1059860,3,0,137.0,0.2846715328467153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
255,256,278.0,Combusken,85,60,85,60,55,60,405,5120,70,45,1059860,3,0,147.0,0.3673469387755102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
256,257,279.0,Blaziken,160,80,130,80,100,80,630,5120,70,45,1059860,3,0,123.0,0.6422764227642277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257,258,281.0,Mudkip,70,50,50,50,40,50,310,5120,70,45,1059860,3,0,135.0,0.16296296296296298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
258,259,282.0,Marshtomp,85,70,60,70,50,70,405,5120,70,45,1059860,3,0,148.0,0.28378378378378377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
259,260,283.0,Swampert,150,110,95,110,70,100,635,5120,70,45,1059860,3,0,136.0,0.47794117647058826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260,261,285.0,Poochyena,55,35,30,30,35,35,220,3840,70,255,1000000,3,0,114.0,0.23684210526315788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
261,262,286.0,Mightyena,90,70,60,60,70,70,420,3840,70,127,1000000,3,0,133.0,0.6390977443609023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
262,263,287.0,Zigzagoon,30,41,30,41,60,38,240,3840,70,255,1000000,3,0,107.0,0.2897196261682243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
263,264,288.0,Linoone,70,61,50,61,100,78,420,3840,70,90,1000000,3,0,124.0,0.8145161290322581,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264,265,289.0,Wurmple,45,35,20,30,20,45,195,3840,70,255,1000000,3,0,138.0,0.07246376811594203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265,266,290.0,Silcoon,35,55,25,25,15,50,205,3840,70,120,1000000,3,0,138.0,0.021739130434782608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
266,267,291.0,Beautifly,70,50,100,50,65,60,395,3840,70,45,1000000,3,0,138.0,0.5217391304347826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267,268,292.0,Cascoon,35,55,25,25,15,50,205,3840,70,120,1000000,3,0,133.0,0.05263157894736842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
268,269,293.0,Dustox,50,70,50,90,65,60,385,3840,70,45,1000000,3,0,139.0,0.39568345323741005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
269,270,294.0,Lotad,30,30,40,50,30,40,220,3840,70,255,1059860,3,0,126.0,0.07936507936507936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
270,271,295.0,Lombre,50,50,60,70,50,60,340,3840,70,120,1059860,3,0,127.0,0.28346456692913385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
271,272,296.0,Ludicolo,70,70,90,100,70,80,480,3840,70,45,1059860,3,0,123.0,0.5609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
272,273,297.0,Seedot,40,50,30,30,30,40,220,3840,70,255,1059860,3,0,126.0,0.0873015873015873,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
273,274,298.0,Nuzleaf,70,40,60,40,60,70,340,3840,70,120,1059860,3,0,113.0,0.4247787610619469,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,275,299.0,Shiftry,100,60,90,60,80,90,480,3840,70,45,1059860,3,0,123.0,0.6422764227642277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,276,300.0,Taillow,55,30,30,30,85,40,270,3840,70,200,1059860,3,0,125.0,0.688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276,277,301.0,Swellow,85,60,75,50,125,60,455,3840,70,45,1059860,3,0,121.0,0.9090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277,278,302.0,Wingull,30,30,55,30,85,40,270,5120,70,190,1000000,3,0,120.0,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
278,279,303.0,Pelipper,50,100,95,70,65,60,440,5120,70,45,1000000,3,0,124.0,0.47580645161290325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
279,280,304.0,Ralts,25,25,45,35,40,28,198,5120,35,235,1250000,3,0,143.0,0.16083916083916083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,281,305.0,Kirlia,35,35,65,55,50,38,278,5120,35,120,1250000,3,0,136.0,0.2647058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,282,306.0,Gardevoir,85,65,165,135,100,68,618,5120,35,45,1250000,3,0,130.0,0.6461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,283,308.0,Surskit,30,32,50,52,65,40,269,3840,70,200,1000000,3,0,128.0,0.3671875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,284,309.0,Masquerain,60,62,100,82,80,70,454,3840,70,75,1000000,3,0,144.0,0.4375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
284,285,310.0,Shroomish,40,60,40,60,35,60,295,3840,70,255,1640000,3,0,144.0,0.18055555555555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
285,286,311.0,Breloom,130,80,60,60,70,60,460,3840,70,90,1640000,3,0,130.0,0.5153846153846153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,287,312.0,Slakoth,60,60,35,35,30,60,280,3840,70,255,1250000,3,0,134.0,0.11194029850746269,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
287,288,313.0,Vigoroth,80,80,55,55,90,80,440,3840,70,120,1250000,3,0,134.0,0.6417910447761194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
288,289,314.0,Slaking,160,100,95,65,100,150,670,3840,70,45,1250000,3,0,150.0,0.8866666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
289,290,315.0,Nincada,45,90,30,30,40,31,266,3840,70,255,600000,3,0,114.0,0.21929824561403508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
290,291,316.0,Ninjask,90,45,50,50,160,61,456,3840,70,120,600000,3,0,117.0,0.9230769230769231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
291,292,317.0,Shedinja,90,45,30,30,40,1,236,3840,70,45,600000,3,0,124.0,0.33064516129032256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,293,318.0,Whismur,51,23,51,23,28,64,240,5120,70,190,1059860,3,0,132.0,0.11363636363636363,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
293,294,319.0,Loudred,71,43,71,43,48,84,360,5120,70,120,1059860,3,0,143.0,0.25874125874125875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,295,320.0,Exploud,91,63,91,73,68,104,490,5120,70,45,1059860,3,0,127.0,0.5118110236220472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
295,296,321.0,Makuhita,60,30,20,30,25,72,237,5120,70,180,1640000,3,0,121.0,0.11570247933884298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
297,298,323.0,Azurill,20,40,20,40,20,50,190,2560,70,150,800000,3,0,135.0,0.0962962962962963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,299,324.0,Nosepass,45,135,45,90,30,30,375,5120,70,255,1000000,3,0,140.0,0.09285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
299,300,325.0,Skitty,45,45,35,35,50,50,260,3840,70,255,800000,3,0,136.0,0.23529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,301,326.0,Delcatty,65,65,55,55,90,70,400,3840,70,60,800000,3,0,116.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
301,302,327.0,Sableye,85,125,85,115,20,50,480,6400,35,45,1059860,3,0,121.0,0.4049586776859504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
302,303,329.0,Mawile,105,125,55,95,50,50,480,5120,70,45,800000,3,0,123.0,0.3902439024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,304,331.0,Aron,70,100,40,40,30,50,330,8960,35,180,1250000,3,0,126.0,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,305,332.0,Lairon,90,140,50,50,40,60,430,8960,35,90,1250000,3,0,142.0,0.2535211267605634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,306,333.0,Aggron,140,230,60,80,50,70,630,8960,35,45,1250000,3,0,153.0,0.4117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306,307,335.0,Meditite,40,55,40,55,60,30,280,5120,70,180,1000000,3,0,139.0,0.3237410071942446,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307,308,336.0,Medicham,100,85,80,85,100,60,510,5120,70,90,1000000,3,0,112.0,0.7321428571428571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
308,309,338.0,Electrike,45,40,65,40,65,40,295,5120,70,120,1250000,3,0,136.0,0.5661764705882353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
309,310,339.0,Manectric,75,80,135,80,135,70,575,5120,70,45,1250000,3,0,125.0,0.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
310,311,341.0,Plusle,50,40,85,75,95,60,405,5120,70,200,1000000,3,0,122.0,0.7540983606557377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
311,312,342.0,Minun,40,50,75,85,95,60,405,5120,70,200,1000000,3,0,134.0,0.6044776119402985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
312,313,343.0,Volbeat,73,75,47,85,85,65,430,3840,70,150,600000,3,0,111.0,0.6846846846846847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
313,314,344.0,Illumise,47,75,73,85,85,65,430,3840,70,150,1640000,3,0,160.0,0.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
314,315,345.0,Roselia,60,45,100,80,65,50,400,5120,70,150,1059860,3,0,116.0,0.45689655172413796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
315,316,346.0,Gulpin,43,53,43,53,40,70,302,5120,70,225,1640000,3,0,110.0,0.19090909090909092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
316,317,347.0,Swalot,73,83,73,83,55,100,467,5120,70,75,1640000,3,0,121.0,0.371900826446281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
317,318,348.0,Carvanha,90,20,65,20,65,45,305,5120,35,225,1250000,3,0,129.0,0.5116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,319,349.0,Sharpedo,140,70,110,65,105,70,560,5120,35,60,1250000,3,0,132.0,0.8106060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,320,351.0,Wailmer,70,35,70,35,60,130,400,10240,70,125,1640000,3,0,112.0,0.4017857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
320,321,352.0,Wailord,90,45,90,45,60,170,500,10240,70,60,1640000,3,0,138.0,0.427536231884058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
321,322,353.0,Numel,60,40,65,45,35,60,305,5120,70,255,1000000,3,0,120.0,0.15833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
322,323,354.0,Camerupt,120,100,145,105,20,70,560,5120,70,150,1000000,3,0,112.0,0.23214285714285715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
323,324,356.0,Torkoal,85,140,85,70,20,70,470,5120,70,90,1000000,3,0,125.0,0.272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
324,325,357.0,Spoink,25,35,70,80,60,60,330,5120,70,255,800000,3,0,117.0,0.3076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
325,326,358.0,Grumpig,45,65,90,110,80,80,470,5120,70,60,800000,3,0,108.0,0.5462962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
326,327,359.0,Spinda,60,60,60,60,60,60,360,3840,70,255,800000,3,0,126.0,0.38095238095238093,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
327,328,360.0,Trapinch,100,45,45,45,10,45,290,5120,70,255,1059860,3,0,139.0,0.2949640287769784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
328,329,361.0,Vibrava,70,50,50,50,70,50,340,5120,70,120,1059860,3,0,124.0,0.5645161290322581,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
